,LASAR,MouseID,Ear (L/R),TumorID,Model CLID,Group#,Group Description,Response,Day Taken,Day,Area,Area Unit,Phenotype 1,Abundance 1,Ratio 1,Core 1
8263,17-0727 A,20200114 Cage-1 Mouse-16,R,1,CL587054,2,aPD-L1,S.D./P.D.,2020-02-05,22,2.718384930659,mm2,inflamed,8503.9193,0.6616799537368412,8429.8881
8264,17-0727 A,20200114 Cage-1 Mouse-16,R,1,CL587054,2,aPD-L1,S.D./P.D.,2020-02-07,24,3.2238073523339996,mm2,inflamed,7810.5811,0.9798720257175058,11481.5367
8252,17-0727 A,20200114 Cage-1 Mouse-16,R,1.2.3.4.5.6.7.8.9.10.11.12.13.14.15.16.17.18.19.20,CL587054,2,aPD-L1,S.D./P.D.,2020-01-22,8,0.001,mm2,excluded,6012.2154,0.13399177436002965,5278.72285
8255,17-0727 A,20200114 Cage-1 Mouse-16,R,1.5,CL587054,2,aPD-L1,S.D./P.D.,2020-01-25,11,0.26666526386499995,mm2,excluded,4392.159,0.10731665414457149,4202.8573
8371,17-0727 A,20200114 Cage-1 Mouse-16,R,10,CL587054,2,aPD-L1,S.D./P.D.,2020-01-23,9,0.857908495161,mm2,inflamed,9093.8049,0.3203103159135725,9082.626
8372,17-0727 A,20200114 Cage-1 Mouse-16,R,10,CL587054,2,aPD-L1,S.D./P.D.,2020-01-24,10,0.9102223681539999,mm2,inflamed,9820.9238,0.04338081964817269,8794.6134
8373,17-0727 A,20200114 Cage-1 Mouse-16,R,10,CL587054,2,aPD-L1,S.D./P.D.,2020-01-25,11,0.93079061581,mm2,excluded,7663.8822,0.12293558730479032,6085.9666
8374,17-0727 A,20200114 Cage-1 Mouse-16,R,10,CL587054,2,aPD-L1,S.D./P.D.,2020-01-26,12,1.201945852754,mm2,inflamed,7558.8318500000005,0.045679955199291904,6778.46425
8375,17-0727 A,20200114 Cage-1 Mouse-16,R,10,CL587054,2,aPD-L1,S.D./P.D.,2020-01-27,13,1.0898917804489998,mm2,inflamed,8043.5607,0.08064446229578781,7431.26735
8376,17-0727 A,20200114 Cage-1 Mouse-16,R,10,CL587054,2,aPD-L1,S.D./P.D.,2020-01-28,14,1.3507005646059997,mm2,inflamed,8154.6278,0.1155503199599546,7501.0753
8377,17-0727 A,20200114 Cage-1 Mouse-16,R,10,CL587054,2,aPD-L1,S.D./P.D.,2020-01-29,15,1.9371598880429999,mm2,inflamed,9041.897700000001,0.027825483531038628,7752.6756
8378,17-0727 A,20200114 Cage-1 Mouse-16,R,10,CL587054,2,aPD-L1,S.D./P.D.,2020-02-01,18,2.8081843594859994,mm2,inflamed,9940.084149999999,0.017457995546021676,9065.913499999999
8379,17-0727 A,20200114 Cage-1 Mouse-16,R,10,CL587054,2,aPD-L1,S.D./P.D.,2020-02-02,19,3.4607636332289995,mm2,inflamed,10170.2368,0.04546334030460194,8928.9933
8380,17-0727 A,20200114 Cage-1 Mouse-16,R,10,CL587054,2,aPD-L1,S.D./P.D.,2020-02-03,20,3.906470439058,mm2,inflamed,13879.3746,0.6181256242975065,14731.202949999999
8370,17-0727 A,20200114 Cage-1 Mouse-16,R,10.1.2.3.4.5.6.7.8.9.11.12.13.14.15.16.17.18.19.20,CL587054,2,aPD-L1,S.D./P.D.,2020-01-22,8,0.001,mm2,excluded,6999.6269,0.09903780999164352,5463.2538
8381,17-0727 A,20200114 Cage-1 Mouse-16,R,10.11,CL587054,2,aPD-L1,S.D./P.D.,2020-02-04,21,8.700003071243,mm2,inflamed,12418.5664,0.762950311828233,13276.7579
8382,17-0727 A,20200114 Cage-1 Mouse-16,R,10.11.12.14.15,CL587054,2,aPD-L1,S.D./P.D.,2020-02-05,22,25.464662009172997,mm2,inflamed,14068.1549,0.6745682651897241,15030.70955
8383,17-0727 A,20200114 Cage-1 Mouse-16,R,10.11.14.15,CL587054,2,aPD-L1,S.D./P.D.,2020-02-07,24,23.705097454378997,mm2,inflamed,12205.3161,0.7509446098592598,14046.41145
8385,17-0727 A,20200114 Cage-1 Mouse-16,R,11,CL587054,2,aPD-L1,S.D./P.D.,2020-01-23,9,0.6960868476259999,mm2,inflamed,9796.322199999999,0.2993251067424733,9801.0505
8386,17-0727 A,20200114 Cage-1 Mouse-16,R,11,CL587054,2,aPD-L1,S.D./P.D.,2020-01-24,10,0.8167210782919999,mm2,inflamed,9152.7785,0.9079763455652051,9447.8693
8387,17-0727 A,20200114 Cage-1 Mouse-16,R,11,CL587054,2,aPD-L1,S.D./P.D.,2020-01-25,11,0.8322064580629999,mm2,inflamed,7975.5042,0.1283356328762284,7863.297350000001
8388,17-0727 A,20200114 Cage-1 Mouse-16,R,11,CL587054,2,aPD-L1,S.D./P.D.,2020-01-26,12,1.025275234954,mm2,excluded,6443.82635,0.12535830472329276,5951.88225
8389,17-0727 A,20200114 Cage-1 Mouse-16,R,11,CL587054,2,aPD-L1,S.D./P.D.,2020-01-27,13,1.246650352269,mm2,excluded,6366.1983,0.3538068075647019,5800.4961
8390,17-0727 A,20200114 Cage-1 Mouse-16,R,11,CL587054,2,aPD-L1,S.D./P.D.,2020-01-28,14,1.1705160552379998,mm2,inflamed,6917.1074,0.2695889286919704,6711.1215
8391,17-0727 A,20200114 Cage-1 Mouse-16,R,11,CL587054,2,aPD-L1,S.D./P.D.,2020-01-29,15,1.678077930947,mm2,inflamed,7425.8001,0.06917890741751348,6408.93245
8392,17-0727 A,20200114 Cage-1 Mouse-16,R,11,CL587054,2,aPD-L1,S.D./P.D.,2020-02-01,18,1.9617271225919999,mm2,inflamed,10214.99855,0.08890003153268297,9840.4028
8393,17-0727 A,20200114 Cage-1 Mouse-16,R,11,CL587054,2,aPD-L1,S.D./P.D.,2020-02-02,19,1.6807025130589999,mm2,inflamed,10170.2368,0.04546334030460194,8928.9933
8384,17-0727 A,20200114 Cage-1 Mouse-16,R,11.1.2.3.4.5.6.7.8.9.10.12.13.14.15.16.17.18.19.20,CL587054,2,aPD-L1,S.D./P.D.,2020-01-22,8,0.001,mm2,excluded,6383.9071,0.061734796718847386,6036.65715
8394,17-0727 A,20200114 Cage-1 Mouse-16,R,11.12,CL587054,2,aPD-L1,S.D./P.D.,2020-02-03,20,11.276856290423998,mm2,inflamed,13879.3746,0.6181256242975065,14731.202949999999
8399,17-0727 A,20200114 Cage-1 Mouse-16,R,12,CL587054,2,aPD-L1,S.D./P.D.,2020-01-23,9,1.4499531970459998,mm2,inflamed,8940.45465,0.10104347704888235,6400.2496
8400,17-0727 A,20200114 Cage-1 Mouse-16,R,12,CL587054,2,aPD-L1,S.D./P.D.,2020-01-24,10,1.9594278619919998,mm2,excluded,6883.8336,0.14016105076315694,5606.8002
8401,17-0727 A,20200114 Cage-1 Mouse-16,R,12,CL587054,2,aPD-L1,S.D./P.D.,2020-01-25,11,2.121218717028,mm2,excluded,5245.597,0.039275677213318906,4250.3262
8402,17-0727 A,20200114 Cage-1 Mouse-16,R,12,CL587054,2,aPD-L1,S.D./P.D.,2020-01-26,12,3.29798168645,mm2,excluded,6638.97975,0.06285176720676076,5234.0348
8403,17-0727 A,20200114 Cage-1 Mouse-16,R,12,CL587054,2,aPD-L1,S.D./P.D.,2020-01-27,13,4.251807810011,mm2,excluded,5718.7412,0.028231104897079005,4885.42195
8404,17-0727 A,20200114 Cage-1 Mouse-16,R,12,CL587054,2,aPD-L1,S.D./P.D.,2020-01-28,14,4.055029928993,mm2,excluded,6979.8874,0.1461954305604201,5498.6832
8405,17-0727 A,20200114 Cage-1 Mouse-16,R,12,CL587054,2,aPD-L1,S.D./P.D.,2020-01-29,15,5.22771550084,mm2,excluded,6669.1059,0.013140300744479265,6192.91615
8406,17-0727 A,20200114 Cage-1 Mouse-16,R,12,CL587054,2,aPD-L1,S.D./P.D.,2020-02-01,18,5.786401988112,mm2,inflamed,10214.99855,0.08890003153268297,9840.4028
8407,17-0727 A,20200114 Cage-1 Mouse-16,R,12,CL587054,2,aPD-L1,S.D./P.D.,2020-02-02,19,7.372057045117,mm2,inflamed,9689.9454,0.1735781097574684,8929.9097
8409,17-0727 A,20200114 Cage-1 Mouse-16,R,12,CL587054,2,aPD-L1,S.D./P.D.,2020-02-04,21,6.481566712455,mm2,inflamed,12418.5664,0.762950311828233,13276.7579
8410,17-0727 A,20200114 Cage-1 Mouse-16,R,12,CL587054,2,aPD-L1,S.D./P.D.,2020-02-04,21,0.0,mm2,None,NaN,NaN,NaN
8411,17-0727 A,20200114 Cage-1 Mouse-16,R,12,CL587054,2,aPD-L1,S.D./P.D.,2020-02-07,24,0.0,mm2,None,NaN,NaN,NaN
8398,17-0727 A,20200114 Cage-1 Mouse-16,R,12.1.2.3.4.5.6.7.8.9.10.11.13.14.15.16.17.18.19.20,CL587054,2,aPD-L1,S.D./P.D.,2020-01-22,8,0.001,mm2,inflamed,10879.0701,0.22538527955161008,10504.28615
8413,17-0727 A,20200114 Cage-1 Mouse-16,R,13,CL587054,2,aPD-L1,S.D./P.D.,2020-01-22,8,4.6587578739649995,mm2,excluded,6092.1678,0.4701872945957985,6058.165150000001
8414,17-0727 A,20200114 Cage-1 Mouse-16,R,13,CL587054,2,aPD-L1,S.D./P.D.,2020-01-23,9,0.15186639657999998,mm2,inflamed,7774.1894,0.7165764517505299,7845.973550000001
8415,17-0727 A,20200114 Cage-1 Mouse-16,R,13,CL587054,2,aPD-L1,S.D./P.D.,2020-01-24,10,0.48702654949699997,mm2,inflamed,10396.6755,0.7355078608777827,10711.550650000001
8416,17-0727 A,20200114 Cage-1 Mouse-16,R,13,CL587054,2,aPD-L1,S.D./P.D.,2020-01-25,11,0.593066670349,mm2,excluded,5564.1693,0.2977753233208354,5272.875
8417,17-0727 A,20200114 Cage-1 Mouse-16,R,13,CL587054,2,aPD-L1,S.D./P.D.,2020-01-26,12,0.8187365435049999,mm2,inflamed,6520.7676,0.2611318908607258,6487.3562
8418,17-0727 A,20200114 Cage-1 Mouse-16,R,13,CL587054,2,aPD-L1,S.D./P.D.,2020-01-27,13,1.173053865295,mm2,inflamed,7139.99375,0.3007547757305093,7050.8798
8419,17-0727 A,20200114 Cage-1 Mouse-16,R,13,CL587054,2,aPD-L1,S.D./P.D.,2020-01-28,14,1.583202998981,mm2,inflamed,11107.43215,0.3815819092945159,10868.1937
8420,17-0727 A,20200114 Cage-1 Mouse-16,R,13,CL587054,2,aPD-L1,S.D./P.D.,2020-01-29,15,2.153484539548,mm2,inflamed,10286.248749999999,0.8744270769768744,10323.83865
8421,17-0727 A,20200114 Cage-1 Mouse-16,R,13,CL587054,2,aPD-L1,S.D./P.D.,2020-02-01,18,2.867139637832,mm2,inflamed,8944.746449999999,0.6552989391678732,8878.218949999999
8422,17-0727 A,20200114 Cage-1 Mouse-16,R,13,CL587054,2,aPD-L1,S.D./P.D.,2020-02-02,19,3.1074452171119997,mm2,excluded,5400.369699999999,0.05311662760349311,4916.22565
8423,17-0727 A,20200114 Cage-1 Mouse-16,R,13,CL587054,2,aPD-L1,S.D./P.D.,2020-02-03,20,4.636969282282,mm2,inflamed,18007.6566,0.4039389394901402,15784.4544
8424,17-0727 A,20200114 Cage-1 Mouse-16,R,13,CL587054,2,aPD-L1,S.D./P.D.,2020-02-04,21,1.9490380723069998,mm2,inflamed,14754.6798,0.9877904355473022,17779.1553
8425,17-0727 A,20200114 Cage-1 Mouse-16,R,13,CL587054,2,aPD-L1,S.D./P.D.,2020-02-05,22,5.398584083776,mm2,inflamed,22085.889049999998,0.6782463759521623,23695.31385
8426,17-0727 A,20200114 Cage-1 Mouse-16,R,13,CL587054,2,aPD-L1,S.D./P.D.,2020-02-07,24,6.674830701905,mm2,inflamed,12205.3161,0.7509446098592598,14046.41145
8412,17-0727 A,20200114 Cage-1 Mouse-16,R,13.1.2.3.4.5.6.7.8.9.10.11.12.14.15.16.17.18.19.20,CL587054,2,aPD-L1,S.D./P.D.,2020-02-05,22,0.001,mm2,inflamed,22085.889049999998,0.6782463759521623,23695.31385
8428,17-0727 A,20200114 Cage-1 Mouse-16,R,14,CL587054,2,aPD-L1,S.D./P.D.,2020-01-23,9,0.504204239346,mm2,inflamed,7848.2366,0.9615608140914749,8411.2133
8429,17-0727 A,20200114 Cage-1 Mouse-16,R,14,CL587054,2,aPD-L1,S.D./P.D.,2020-01-24,10,0.5713533918499999,mm2,inflamed,9133.8166,0.6947242875373961,9350.4919
8430,17-0727 A,20200114 Cage-1 Mouse-16,R,14,CL587054,2,aPD-L1,S.D./P.D.,2020-01-25,11,0.533525744968,mm2,inflamed,8018.28305,0.6821214603215507,8394.327249999998
8431,17-0727 A,20200114 Cage-1 Mouse-16,R,14,CL587054,2,aPD-L1,S.D./P.D.,2020-01-26,12,0.6855991311499999,mm2,inflamed,8990.802,0.8008967067900594,9358.9905
8432,17-0727 A,20200114 Cage-1 Mouse-16,R,14,CL587054,2,aPD-L1,S.D./P.D.,2020-01-27,13,0.538015718047,mm2,inflamed,9105.7921,0.6058291624535975,9122.874950000001
8433,17-0727 A,20200114 Cage-1 Mouse-16,R,14,CL587054,2,aPD-L1,S.D./P.D.,2020-01-28,14,0.61942085243,mm2,inflamed,9783.7637,0.5962523977638285,9667.7149
8434,17-0727 A,20200114 Cage-1 Mouse-16,R,14,CL587054,2,aPD-L1,S.D./P.D.,2020-01-29,15,0.733121890624,mm2,inflamed,11399.3907,0.7638010727839085,11462.02015
8435,17-0727 A,20200114 Cage-1 Mouse-16,R,14,CL587054,2,aPD-L1,S.D./P.D.,2020-02-01,18,1.270466724293,mm2,inflamed,13596.95835,0.6472120996746928,14452.84835
8436,17-0727 A,20200114 Cage-1 Mouse-16,R,14,CL587054,2,aPD-L1,S.D./P.D.,2020-02-02,19,1.5042385105409999,mm2,inflamed,12775.9306,0.8673680465776563,13779.2372
8437,17-0727 A,20200114 Cage-1 Mouse-16,R,14,CL587054,2,aPD-L1,S.D./P.D.,2020-02-03,20,1.4748580354819998,mm2,inflamed,13879.3746,0.6181256242975065,14731.202949999999
8438,17-0727 A,20200114 Cage-1 Mouse-16,R,14,CL587054,2,aPD-L1,S.D./P.D.,2020-02-04,21,1.8549438876389996,mm2,inflamed,12418.5664,0.762950311828233,13276.7579
8427,17-0727 A,20200114 Cage-1 Mouse-16,R,14.1.2.3.4.5.6.7.8.9.10.11.12.13.15.16.17.18.19.20,CL587054,2,aPD-L1,S.D./P.D.,2020-01-22,8,0.001,mm2,inflamed,5377.09465,0.6459524670260853,5430.324
8442,17-0727 A,20200114 Cage-1 Mouse-16,R,15,CL587054,2,aPD-L1,S.D./P.D.,2020-01-23,9,0.211597906989,mm2,excluded,5316.83135,0.2635883226665894,5203.2799
8443,17-0727 A,20200114 Cage-1 Mouse-16,R,15,CL587054,2,aPD-L1,S.D./P.D.,2020-01-24,10,0.4513047661079999,mm2,inflamed,7121.2837,0.09260245373374178,6334.0784
8444,17-0727 A,20200114 Cage-1 Mouse-16,R,15,CL587054,2,aPD-L1,S.D./P.D.,2020-01-25,11,0.39746008808,mm2,uncertain,5378.46,0.5241116375751053,5497.4833
8445,17-0727 A,20200114 Cage-1 Mouse-16,R,15,CL587054,2,aPD-L1,S.D./P.D.,2020-01-26,12,0.482379114031,mm2,excluded,6344.624250000001,0.0962229506486944,6060.60455
8446,17-0727 A,20200114 Cage-1 Mouse-16,R,15,CL587054,2,aPD-L1,S.D./P.D.,2020-01-27,13,0.696140801175,mm2,inflamed,7417.21075,0.6426144139721786,7408.9507
8447,17-0727 A,20200114 Cage-1 Mouse-16,R,15,CL587054,2,aPD-L1,S.D./P.D.,2020-01-28,14,0.32874399930299997,mm2,inflamed,8790.054049999999,0.8516733681507153,8889.8641
8448,17-0727 A,20200114 Cage-1 Mouse-16,R,15,CL587054,2,aPD-L1,S.D./P.D.,2020-01-29,15,0.537297318424,mm2,inflamed,7501.0962,0.6764158131519767,7680.1375
8449,17-0727 A,20200114 Cage-1 Mouse-16,R,15,CL587054,2,aPD-L1,S.D./P.D.,2020-02-01,18,1.034255176433,mm2,inflamed,10435.885549999999,0.4572965439698401,10218.2848
8450,17-0727 A,20200114 Cage-1 Mouse-16,R,15,CL587054,2,aPD-L1,S.D./P.D.,2020-02-02,19,1.2098715640639999,mm2,inflamed,11122.1276,0.2162513710342851,10714.824
8451,17-0727 A,20200114 Cage-1 Mouse-16,R,15,CL587054,2,aPD-L1,S.D./P.D.,2020-02-03,20,1.6282979329719998,mm2,inflamed,13879.3746,0.6181256242975065,14731.202949999999
8452,17-0727 A,20200114 Cage-1 Mouse-16,R,15,CL587054,2,aPD-L1,S.D./P.D.,2020-02-04,21,1.9619223351509998,mm2,inflamed,12418.5664,0.762950311828233,13276.7579
8441,17-0727 A,20200114 Cage-1 Mouse-16,R,15.1.2.3.4.5.6.7.8.9.10.11.12.13.14.16.17.18.19.20,CL587054,2,aPD-L1,S.D./P.D.,2020-01-22,8,0.001,mm2,inflamed,3640.9096,0.6197134158453129,4835.90165
8456,17-0727 A,20200114 Cage-1 Mouse-16,R,16,CL587054,2,aPD-L1,S.D./P.D.,2020-01-23,9,0.489564163036,mm2,inflamed,8321.38655,0.5651326422590557,8397.5646
8457,17-0727 A,20200114 Cage-1 Mouse-16,R,16,CL587054,2,aPD-L1,S.D./P.D.,2020-01-24,10,0.624057666566,mm2,inflamed,10637.0599,0.372303349189466,9918.0487
8458,17-0727 A,20200114 Cage-1 Mouse-16,R,16,CL587054,2,aPD-L1,S.D./P.D.,2020-01-25,11,0.6611971120909999,mm2,inflamed,7127.9482,0.11097726790215028,6528.181549999999
8459,17-0727 A,20200114 Cage-1 Mouse-16,R,16,CL587054,2,aPD-L1,S.D./P.D.,2020-01-26,12,0.8884287137929999,mm2,inflamed,6867.83565,0.30846027854200386,6733.4868
8460,17-0727 A,20200114 Cage-1 Mouse-16,R,16,CL587054,2,aPD-L1,S.D./P.D.,2020-01-27,13,1.1207359356089999,mm2,inflamed,8693.38425,0.6305398140492715,8718.2281
8461,17-0727 A,20200114 Cage-1 Mouse-16,R,16,CL587054,2,aPD-L1,S.D./P.D.,2020-01-28,14,1.4037993538859999,mm2,inflamed,8100.151400000001,0.07062952698483388,7458.86585
8462,17-0727 A,20200114 Cage-1 Mouse-16,R,16,CL587054,2,aPD-L1,S.D./P.D.,2020-01-29,15,1.8042022335099999,mm2,inflamed,8731.9931,0.11881496153695363,8058.665349999999
8463,17-0727 A,20200114 Cage-1 Mouse-16,R,16,CL587054,2,aPD-L1,S.D./P.D.,2020-02-01,18,2.466165658184,mm2,inflamed,11003.3154,0.25333272426672704,10534.81655
8464,17-0727 A,20200114 Cage-1 Mouse-16,R,16,CL587054,2,aPD-L1,S.D./P.D.,2020-02-02,19,2.627634906834,mm2,inflamed,11068.570749999999,0.13654015408803144,9948.7003
8465,17-0727 A,20200114 Cage-1 Mouse-16,R,16,CL587054,2,aPD-L1,S.D./P.D.,2020-02-03,20,3.690170937178,mm2,inflamed,20282.5901,0.4671215978255097,20379.5655
8466,17-0727 A,20200114 Cage-1 Mouse-16,R,16,CL587054,2,aPD-L1,S.D./P.D.,2020-02-04,21,2.7318548452169997,mm2,inflamed,15923.2546,0.7159273390767406,16418.8349
8467,17-0727 A,20200114 Cage-1 Mouse-16,R,16,CL587054,2,aPD-L1,S.D./P.D.,2020-02-05,22,5.442309961083,mm2,inflamed,18646.1388,0.8561518649974984,19570.2949
8455,17-0727 A,20200114 Cage-1 Mouse-16,R,16.1.2.3.4.5.6.7.8.9.10.11.12.13.14.15.17.18.19.20,CL587054,2,aPD-L1,S.D./P.D.,2020-01-22,8,0.001,mm2,inflamed,8272.79515,0.37975576787994275,8618.55455
8468,17-0727 A,20200114 Cage-1 Mouse-16,R,16.17,CL587054,2,aPD-L1,S.D./P.D.,2020-02-07,24,5.057660090671999,mm2,inflamed,12205.3161,0.7509446098592598,14046.41145
8470,17-0727 A,20200114 Cage-1 Mouse-16,R,17,CL587054,2,aPD-L1,S.D./P.D.,2020-01-23,9,0.23619323893299998,mm2,inflamed,8436.1582,0.35819497036203235,8436.1582
8471,17-0727 A,20200114 Cage-1 Mouse-16,R,17,CL587054,2,aPD-L1,S.D./P.D.,2020-01-24,10,0.34238259181099995,mm2,inflamed,9204.0597,0.9266521467937832,9963.0715
8472,17-0727 A,20200114 Cage-1 Mouse-16,R,17,CL587054,2,aPD-L1,S.D./P.D.,2020-01-25,11,0.454658420642,mm2,inflamed,6974.22075,0.36660743526702355,6932.4138
8473,17-0727 A,20200114 Cage-1 Mouse-16,R,17,CL587054,2,aPD-L1,S.D./P.D.,2020-01-26,12,0.656511921774,mm2,inflamed,6270.6528,0.5303725821534624,6459.0023
8474,17-0727 A,20200114 Cage-1 Mouse-16,R,17,CL587054,2,aPD-L1,S.D./P.D.,2020-01-27,13,0.39980268089899995,mm2,inflamed,7149.4787,0.9711824719302331,7880.22045
8475,17-0727 A,20200114 Cage-1 Mouse-16,R,17,CL587054,2,aPD-L1,S.D./P.D.,2020-01-28,14,0.5093189431469999,mm2,inflamed,10272.7991,0.9513876723738365,10315.84155
8476,17-0727 A,20200114 Cage-1 Mouse-16,R,17,CL587054,2,aPD-L1,S.D./P.D.,2020-01-29,15,0.547059261173,mm2,inflamed,11509.449250000001,0.9571558538647679,11532.3102
8477,17-0727 A,20200114 Cage-1 Mouse-16,R,17,CL587054,2,aPD-L1,S.D./P.D.,2020-02-01,18,0.9003368951259999,mm2,inflamed,12650.683799999999,0.5081131970719113,12717.4535
8478,17-0727 A,20200114 Cage-1 Mouse-16,R,17,CL587054,2,aPD-L1,S.D./P.D.,2020-02-02,19,0.566090279527,mm2,inflamed,14031.07515,0.43755933295395694,13894.9702
8479,17-0727 A,20200114 Cage-1 Mouse-16,R,17,CL587054,2,aPD-L1,S.D./P.D.,2020-02-03,20,1.281984475829,mm2,inflamed,25297.117599999998,0.0,24837.3596
8480,17-0727 A,20200114 Cage-1 Mouse-16,R,17,CL587054,2,aPD-L1,S.D./P.D.,2020-02-04,21,1.0250800177159998,mm2,inflamed,15923.2546,0.7159273390767406,16418.8349
8481,17-0727 A,20200114 Cage-1 Mouse-16,R,17,CL587054,2,aPD-L1,S.D./P.D.,2020-02-05,22,0.6843880468639999,mm2,inflamed,18646.1388,0.8561518649974984,19570.2949
8469,17-0727 A,20200114 Cage-1 Mouse-16,R,17.1.2.3.4.5.6.7.8.9.10.11.12.13.14.15.16.18.19.20,CL587054,2,aPD-L1,S.D./P.D.,2020-01-22,8,0.001,mm2,inflamed,7947.094,0.35562161177744017,8222.5212
8484,17-0727 A,20200114 Cage-1 Mouse-16,R,18,CL587054,2,aPD-L1,S.D./P.D.,2020-01-23,9,0.371857947632,mm2,inflamed,4938.0949,0.6310679929848275,4867.7874
8485,17-0727 A,20200114 Cage-1 Mouse-16,R,18,CL587054,2,aPD-L1,S.D./P.D.,2020-01-24,10,0.46321202567799996,mm2,inflamed,8919.1675,0.8581045406381778,9139.1745
8486,17-0727 A,20200114 Cage-1 Mouse-16,R,18,CL587054,2,aPD-L1,S.D./P.D.,2020-01-25,11,0.457391447937,mm2,inflamed,5326.745849999999,0.815677728233252,5647.72555
8487,17-0727 A,20200114 Cage-1 Mouse-16,R,18,CL587054,2,aPD-L1,S.D./P.D.,2020-01-26,12,0.7736416141929999,mm2,excluded,3710.63255,0.4743205792940967,3689.60735
8488,17-0727 A,20200114 Cage-1 Mouse-16,R,18,CL587054,2,aPD-L1,S.D./P.D.,2020-01-27,13,1.5361559066469999,mm2,excluded,4146.2382,0.09791672760694826,3740.3056
8489,17-0727 A,20200114 Cage-1 Mouse-16,R,18,CL587054,2,aPD-L1,S.D./P.D.,2020-01-28,14,1.4260539973639998,mm2,inflamed,7639.66495,0.48980408982712337,7603.16705
8490,17-0727 A,20200114 Cage-1 Mouse-16,R,18,CL587054,2,aPD-L1,S.D./P.D.,2020-01-29,15,1.451991341372,mm2,inflamed,6975.9864,0.20553706974375338,6447.1699
8491,17-0727 A,20200114 Cage-1 Mouse-16,R,18,CL587054,2,aPD-L1,S.D./P.D.,2020-02-01,18,2.413652515939,mm2,inflamed,8895.9231,0.05485555156388058,7753.921399999999
8492,17-0727 A,20200114 Cage-1 Mouse-16,R,18,CL587054,2,aPD-L1,S.D./P.D.,2020-02-02,19,2.480451435935,mm2,excluded,7037.9451,0.007904320650102095,6075.6541
8493,17-0727 A,20200114 Cage-1 Mouse-16,R,18,CL587054,2,aPD-L1,S.D./P.D.,2020-02-03,20,4.887041174497,mm2,inflamed,15705.6745,0.16722785179202426,14393.9849
8494,17-0727 A,20200114 Cage-1 Mouse-16,R,18,CL587054,2,aPD-L1,S.D./P.D.,2020-02-04,21,5.013541238192,mm2,inflamed,12898.63535,0.6732711995827851,14378.5737
8495,17-0727 A,20200114 Cage-1 Mouse-16,R,18,CL587054,2,aPD-L1,S.D./P.D.,2020-02-05,22,6.260022889116,mm2,inflamed,16916.7928,0.47119476818070993,17172.31105
8496,17-0727 A,20200114 Cage-1 Mouse-16,R,18,CL587054,2,aPD-L1,S.D./P.D.,2020-02-07,24,6.308019551747,mm2,inflamed,12205.3161,0.7509446098592598,14046.41145
8483,17-0727 A,20200114 Cage-1 Mouse-16,R,18.1.2.3.4.5.6.7.8.9.10.11.12.13.14.15.16.17.19.20,CL587054,2,aPD-L1,S.D./P.D.,2020-01-22,8,0.001,mm2,uncertain,2211.19185,0.8075315281214422,2243.24905
8497,17-0727 A,20200114 Cage-1 Mouse-16,R,19,CL587054,2,aPD-L1,C.R.,2020-01-22,8,0.001,mm2,inflamed,3901.436,0.5187850444025415,3926.4894999999997
8498,17-0727 A,20200114 Cage-1 Mouse-16,R,19,CL587054,2,aPD-L1,C.R.,2020-01-23,9,0.039040205052999995,mm2,inflamed,7311.6196,0.9151349031880324,7506.7171
8499,17-0727 A,20200114 Cage-1 Mouse-16,R,19,CL587054,2,aPD-L1,C.R.,2020-01-24,10,0.47433848648099997,mm2,inflamed,8060.0559,0.6204109221526107,7963.0429
8500,17-0727 A,20200114 Cage-1 Mouse-16,R,19,CL587054,2,aPD-L1,C.R.,2020-01-25,11,0.431818130129,mm2,inflamed,5827.9256,0.9761943507593643,6627.3570500000005
8501,17-0727 A,20200114 Cage-1 Mouse-16,R,19,CL587054,2,aPD-L1,C.R.,2020-01-26,12,0.40761132830799995,mm2,uncertain,3253.3827,0.05217328114544214,3380.206
8502,17-0727 A,20200114 Cage-1 Mouse-16,R,19,CL587054,2,aPD-L1,C.R.,2020-01-28,14,0.4279138087639999,mm2,inflamed,3194.83505,0.9746975390662352,3384.15425
8503,17-0727 A,20200114 Cage-1 Mouse-16,R,19,CL587054,2,aPD-L1,C.R.,2020-01-29,15,0.24109195073599998,mm2,inflamed,2438.5812,0.8646226561751934,3490.2673
8504,17-0727 A,20200114 Cage-1 Mouse-16,R,19,CL587054,2,aPD-L1,C.R.,2020-02-01,18,0.0,mm2,None,NaN,NaN,NaN
8505,17-0727 A,20200114 Cage-1 Mouse-16,R,19,CL587054,2,aPD-L1,C.R.,2020-02-07,24,0.0,mm2,None,NaN,NaN,NaN
8266,17-0727 A,20200114 Cage-1 Mouse-16,R,2,CL587054,2,aPD-L1,S.D./P.D.,2020-01-23,9,0.42807584253399994,mm2,excluded,5029.25905,0.2246278079855494,4726.051
8267,17-0727 A,20200114 Cage-1 Mouse-16,R,2,CL587054,2,aPD-L1,S.D./P.D.,2020-01-24,10,0.46047921361699995,mm2,excluded,4619.798049999999,0.14568404857560754,4358.8502
8268,17-0727 A,20200114 Cage-1 Mouse-16,R,2,CL587054,2,aPD-L1,S.D./P.D.,2020-01-25,11,0.44157893588099995,mm2,excluded,4083.3102,0.09242274290866835,3066.7669
